Line,Field,Expected,Found,Comments
16,audit_agncy_verif_veh_amount,decimal_EN,"2135051,18",Decimal separator is '.'
18,vehicle_value_amount,decimal_EN,"26489406,15",Decimal separator is '.'
18,audit_agncy_verif_veh_amount,decimal_EN,"23447304,69",Decimal separator is '.'
18,audit_veh_not_in_agncy_amount,decimal_EN,"3042101,46",Decimal separator is '.'
19,vehicle_value_amount,decimal_EN,"3459041,3",Decimal separator is '.'
19,audit_agncy_verif_veh_amount,decimal_EN,"3459041,3",Decimal separator is '.'
20,vehicle_value_amount,decimal_EN,"1443836,88",Decimal separator is '.'
20,audit_agncy_verif_veh_amount,decimal_EN,"1443836,88",Decimal separator is '.'
21,vehicle_value_amount,decimal_EN,"7868010,46",Decimal separator is '.'
21,audit_agncy_verif_veh_amount,decimal_EN,"7868010,46",Decimal separator is '.'
22,vehicle_value_amount,decimal_EN,"18507693,97",Decimal separator is '.'
22,audit_agncy_verif_veh_amount,decimal_EN,"17262318,83",Decimal separator is '.'
22,audit_veh_not_in_agncy_amount,decimal_EN,"1245375,14",Decimal separator is '.'
23,vehicle_value_amount,decimal_EN,"19290923,26",Decimal separator is '.'
23,audit_agncy_verif_veh_amount,decimal_EN,"18580356,53",Decimal separator is '.'
23,audit_veh_not_in_agncy_amount,decimal_EN,"710566,73",Decimal separator is '.'
24,vehicle_value_amount,decimal_EN,"5269468,55",Decimal separator is '.'
24,audit_agncy_verif_veh_amount,decimal_EN,"4889342,85",Decimal separator is '.'
24,audit_veh_not_in_agncy_amount,decimal_EN,"380125,7",Decimal separator is '.'
25,vehicle_value_amount,decimal_EN,"63307988,15",Decimal separator is '.'
25,audit_agncy_verif_veh_amount,decimal_EN,"58542988,18",Decimal separator is '.'
25,audit_veh_not_in_agncy_amount,decimal_EN,"4764999,97",Decimal separator is '.'
27,vehicle_value_amount,decimal_EN,"6014765,16",Decimal separator is '.'
27,audit_agncy_verif_veh_amount,decimal_EN,"5630403,89",Decimal separator is '.'
27,audit_veh_not_in_agncy_amount,decimal_EN,"384361,27",Decimal separator is '.'
29,vehicle_value_amount,decimal_EN,"9991088,69",Decimal separator is '.'
29,audit_agncy_verif_veh_amount,decimal_EN,"8448015,08",Decimal separator is '.'
29,audit_veh_not_in_agncy_amount,decimal_EN,"1543073,61",Decimal separator is '.'
30,vehicle_value_amount,decimal_EN,"4247366,64",Decimal separator is '.'
30,audit_agncy_verif_veh_amount,decimal_EN,"2687741,13",Decimal separator is '.'
30,audit_veh_not_in_agncy_amount,decimal_EN,"1559625,51",Decimal separator is '.'
31,vehicle_value_amount,decimal_EN,"11238973,2",Decimal separator is '.'
31,audit_agncy_verif_veh_amount,decimal_EN,"11238973,2",Decimal separator is '.'
32,vehicle_value_amount,decimal_EN,"3277086,53",Decimal separator is '.'
32,audit_agncy_verif_veh_amount,decimal_EN,"3159594,88",Decimal separator is '.'
32,audit_veh_not_in_agncy_amount,decimal_EN,"117491,65",Decimal separator is '.'
33,vehicle_value_amount,decimal_EN,"18906046,15",Decimal separator is '.'
33,audit_agncy_verif_veh_amount,decimal_EN,"15372661,09",Decimal separator is '.'
33,audit_veh_not_in_agncy_amount,decimal_EN,"3533385,06",Decimal separator is '.'
34,vehicle_value_amount,decimal_EN,"2375480,4",Decimal separator is '.'
34,audit_agncy_verif_veh_amount,decimal_EN,"2375480,4",Decimal separator is '.'
36,vehicle_value_amount,decimal_EN,"19958273,42",Decimal separator is '.'
36,audit_agncy_verif_veh_amount,decimal_EN,"17726787,68",Decimal separator is '.'
36,audit_veh_not_in_agncy_amount,decimal_EN,"2231485,74",Decimal separator is '.'
40,vehicle_value_amount,decimal_EN,"69020039,93",Decimal separator is '.'
40,audit_agncy_verif_veh_amount,decimal_EN,"67486373,94",Decimal separator is '.'
40,audit_veh_not_in_agncy_amount,decimal_EN,"1533665,99",Decimal separator is '.'
41,vehicle_value_amount,decimal_EN,"17186646,38",Decimal separator is '.'
41,audit_veh_not_in_agncy_amount,decimal_EN,"1106216,38",Decimal separator is '.'
42,vehicle_value_amount,decimal_EN,"3021930,01",Decimal separator is '.'
42,audit_agncy_verif_veh_amount,decimal_EN,"3021930,01",Decimal separator is '.'
43,vehicle_value_amount,decimal_EN,"3431046,03",Decimal separator is '.'
43,audit_agncy_verif_veh_amount,decimal_EN,"3431046,03",Decimal separator is '.'
44,vehicle_value_amount,decimal_EN,"6826680,04",Decimal separator is '.'
44,audit_agncy_verif_veh_amount,decimal_EN,"5114332,12",Decimal separator is '.'
44,audit_veh_not_in_agncy_amount,decimal_EN,"1712347,92",Decimal separator is '.'
45,vehicle_value_amount,decimal_EN,"84998534,26",Decimal separator is '.'
45,audit_agncy_verif_veh_amount,decimal_EN,"76218210,52",Decimal separator is '.'
45,audit_veh_not_in_agncy_amount,decimal_EN,"8780323,74",Decimal separator is '.'
46,vehicle_value_amount,decimal_EN,"18260173,55",Decimal separator is '.'
46,audit_agncy_verif_veh_amount,decimal_EN,"16008438,93",Decimal separator is '.'
46,audit_veh_not_in_agncy_amount,decimal_EN,"2251734,62",Decimal separator is '.'
47,vehicle_value_amount,decimal_EN,"17294589,57",Decimal separator is '.'
47,audit_agncy_verif_veh_amount,decimal_EN,"11999137,39",Decimal separator is '.'
47,audit_veh_not_in_agncy_amount,decimal_EN,"5295452,18",Decimal separator is '.'
48,vehicle_value_amount,decimal_EN,"48808370,34",Decimal separator is '.'
48,audit_agncy_verif_veh_amount,decimal_EN,"42938754,68",Decimal separator is '.'
48,audit_veh_not_in_agncy_amount,decimal_EN,"5869615,66",Decimal separator is '.'
50,vehicle_value_amount,decimal_EN,"12690364,37",Decimal separator is '.'
50,audit_agncy_verif_veh_amount,decimal_EN,"12690364,37",Decimal separator is '.'
51,vehicle_value_amount,decimal_EN,"3402020,97",Decimal separator is '.'
51,audit_agncy_verif_veh_amount,decimal_EN,"2662776,67",Decimal separator is '.'
51,audit_veh_not_in_agncy_amount,decimal_EN,"739244,3",Decimal separator is '.'
52,vehicle_value_amount,decimal_EN,"767389,58",Decimal separator is '.'
52,audit_agncy_verif_veh_amount,decimal_EN,"767389,58",Decimal separator is '.'
54,vehicle_value_amount,decimal_EN,"4509056,17",Decimal separator is '.'
54,audit_agncy_verif_veh_amount,decimal_EN,"4509056,17",Decimal separator is '.'
55,vehicle_value_amount,decimal_EN,"3009410,56",Decimal separator is '.'
55,audit_agncy_verif_veh_amount,decimal_EN,"2223570,88",Decimal separator is '.'
55,audit_veh_not_in_agncy_amount,decimal_EN,"785839,68",Decimal separator is '.'
56,vehicle_value_amount,decimal_EN,"41272401,22",Decimal separator is '.'
56,audit_agncy_verif_veh_amount,decimal_EN,"41272401,22",Decimal separator is '.'
57,purchase_amount,decimal_EN,"2290263,6",Decimal separator is '.'
59,vehicle_value_amount,decimal_EN,"59912715,84",Decimal separator is '.'
59,audit_veh_not_in_agncy_amount,decimal_EN,"4929832,84",Decimal separator is '.'
60,vehicle_value_amount,decimal_EN,"11186521,3",Decimal separator is '.'
60,audit_agncy_verif_veh_amount,decimal_EN,"11186521,3",Decimal separator is '.'
61,vehicle_value_amount,decimal_EN,"2848443,78",Decimal separator is '.'
61,audit_agncy_verif_veh_amount,decimal_EN,"2848443,78",Decimal separator is '.'
62,vehicle_value_amount,decimal_EN,"5974098,6",Decimal separator is '.'
62,audit_agncy_verif_veh_amount,decimal_EN,"5974098,6",Decimal separator is '.'
63,vehicle_value_amount,decimal_EN,"21213162,83",Decimal separator is '.'
63,audit_agncy_verif_veh_amount,decimal_EN,"21213162,83",Decimal separator is '.'
64,vehicle_value_amount,decimal_EN,"8323711,08",Decimal separator is '.'
64,audit_agncy_verif_veh_amount,decimal_EN,"8323711,08",Decimal separator is '.'
65,vehicle_value_amount,decimal_EN,"2537036,8",Decimal separator is '.'
65,audit_agncy_verif_veh_amount,decimal_EN,"657859,8",Decimal separator is '.'
66,vehicle_value_amount,decimal_EN,"4541328,77",Decimal separator is '.'
66,audit_agncy_verif_veh_amount,decimal_EN,"3773939,19",Decimal separator is '.'
66,audit_veh_not_in_agncy_amount,decimal_EN,"767389,58",Decimal separator is '.'
68,vehicle_value_amount,decimal_EN,"24663978,08",Decimal separator is '.'
68,audit_agncy_verif_veh_amount,decimal_EN,"24663978,08",Decimal separator is '.'
69,vehicle_value_amount,decimal_EN,"14368862,02",Decimal separator is '.'
69,audit_agncy_verif_veh_amount,decimal_EN,"14368862,02",Decimal separator is '.'
70,vehicle_value_amount,decimal_EN,"4917027,72",Decimal separator is '.'
70,audit_agncy_verif_veh_amount,decimal_EN,"4917027,72",Decimal separator is '.'
71,vehicle_value_amount,decimal_EN,"5254697,19",Decimal separator is '.'
71,audit_agncy_verif_veh_amount,decimal_EN,"4151212,53",Decimal separator is '.'
71,audit_veh_not_in_agncy_amount,decimal_EN,"1103484,66",Decimal separator is '.'
72,vehicle_value_amount,decimal_EN,"5443672,68",Decimal separator is '.'
72,audit_agncy_verif_veh_amount,decimal_EN,"4676283,1",Decimal separator is '.'
72,audit_veh_not_in_agncy_amount,decimal_EN,"767389,58",Decimal separator is '.'
73,vehicle_value_amount,decimal_EN,"12846876,68",Decimal separator is '.'
73,audit_agncy_verif_veh_amount,decimal_EN,"12079487,1",Decimal separator is '.'
73,audit_veh_not_in_agncy_amount,decimal_EN,"767389,58",Decimal separator is '.'
75,vehicle_value_amount,decimal_EN,"5574731,96",Decimal separator is '.'
75,audit_agncy_verif_veh_amount,decimal_EN,"5574731,96",Decimal separator is '.'
76,vehicle_value_amount,decimal_EN,"6198176,2",Decimal separator is '.'
76,audit_agncy_verif_veh_amount,decimal_EN,"6198176,2",Decimal separator is '.'
77,vehicle_value_amount,decimal_EN,"6548823,55",Decimal separator is '.'
77,audit_agncy_verif_veh_amount,decimal_EN,"5530012,3",Decimal separator is '.'
77,audit_veh_not_in_agncy_amount,decimal_EN,"1018811,25",Decimal separator is '.'
79,vehicle_value_amount,decimal_EN,"21844622,36",Decimal separator is '.'
79,audit_agncy_verif_veh_amount,decimal_EN,"20128963,8",Decimal separator is '.'
79,audit_veh_not_in_agncy_amount,decimal_EN,"1715658,56",Decimal separator is '.'
80,vehicle_value_amount,decimal_EN,"3057022,23",Decimal separator is '.'
80,audit_agncy_verif_veh_amount,decimal_EN,"3057022,23",Decimal separator is '.'
82,vehicle_value_amount,decimal_EN,"19708214,46",Decimal separator is '.'
82,audit_agncy_verif_veh_amount,decimal_EN,"19708214,46",Decimal separator is '.'
83,vehicle_value_amount,decimal_EN,"6395090,05",Decimal separator is '.'
83,audit_agncy_verif_veh_amount,decimal_EN,"5130108,82",Decimal separator is '.'
83,audit_veh_not_in_agncy_amount,decimal_EN,"1264981,23",Decimal separator is '.'
85,vehicle_value_amount,decimal_EN,"4971447,71",Decimal separator is '.'
85,audit_agncy_verif_veh_amount,decimal_EN,"4971447,71",Decimal separator is '.'
86,vehicle_value_amount,decimal_EN,"2872044,34",Decimal separator is '.'
86,audit_agncy_verif_veh_amount,decimal_EN,"2872044,34",Decimal separator is '.'
87,vehicle_value_amount,decimal_EN,"26075830,29",Decimal separator is '.'
87,audit_agncy_verif_veh_amount,decimal_EN,"23412912,39",Decimal separator is '.'
87,audit_veh_not_in_agncy_amount,decimal_EN,"2662917,9",Decimal separator is '.'
88,vehicle_value_amount,decimal_EN,"8690422,53",Decimal separator is '.'
88,audit_agncy_verif_veh_amount,decimal_EN,"8690422,53",Decimal separator is '.'
89,vehicle_value_amount,decimal_EN,"6185332,26",Decimal separator is '.'
89,audit_agncy_verif_veh_amount,decimal_EN,"6185332,26",Decimal separator is '.'
90,vehicle_value_amount,decimal_EN,"5765760,01",Decimal separator is '.'
90,audit_agncy_verif_veh_amount,decimal_EN,"5317600,01",Decimal separator is '.'
91,vehicle_value_amount,decimal_EN,"1419324,53",Decimal separator is '.'
91,audit_agncy_verif_veh_amount,decimal_EN,"1419324,53",Decimal separator is '.'
92,vehicle_value_amount,decimal_EN,"335649,01",Decimal separator is '.'
92,audit_agncy_verif_veh_amount,decimal_EN,"335649,01",Decimal separator is '.'
97,vehicle_value_amount,decimal_EN,"35837683,98",Decimal separator is '.'
97,audit_agncy_verif_veh_amount,decimal_EN,"33239247,58",Decimal separator is '.'
97,audit_veh_not_in_agncy_amount,decimal_EN,"2598436,4",Decimal separator is '.'
98,vehicle_value_amount,decimal_EN,"8964569,18",Decimal separator is '.'
98,audit_agncy_verif_veh_amount,decimal_EN,"8197179,6",Decimal separator is '.'
98,audit_veh_not_in_agncy_amount,decimal_EN,"767389,58",Decimal separator is '.'
99,vehicle_value_amount,decimal_EN,"9725172,56",Decimal separator is '.'
99,audit_agncy_verif_veh_amount,decimal_EN,"7431677,33",Decimal separator is '.'
99,audit_veh_not_in_agncy_amount,decimal_EN,"2293495,23",Decimal separator is '.'
100,vehicle_value_amount,decimal_EN,"24354474,69",Decimal separator is '.'
100,audit_agncy_verif_veh_amount,decimal_EN,"21766751,28",Decimal separator is '.'
100,audit_veh_not_in_agncy_amount,decimal_EN,"2587723,41",Decimal separator is '.'
101,vehicle_value_amount,decimal_EN,"9591722,66",Decimal separator is '.'
101,audit_agncy_verif_veh_amount,decimal_EN,"8049075,71",Decimal separator is '.'
101,audit_veh_not_in_agncy_amount,decimal_EN,"1542646,95",Decimal separator is '.'
102,vehicle_value_amount,decimal_EN,"4268491,18",Decimal separator is '.'
102,audit_agncy_verif_veh_amount,decimal_EN,"4268491,18",Decimal separator is '.'
103,vehicle_value_amount,decimal_EN,"767389,58",Decimal separator is '.'
104,vehicle_value_amount,decimal_EN,"15801096,72",Decimal separator is '.'
104,audit_agncy_verif_veh_amount,decimal_EN,"15801096,72",Decimal separator is '.'
105,vehicle_value_amount,decimal_EN,"22597907,74",Decimal separator is '.'
105,audit_agncy_verif_veh_amount,decimal_EN,"16365207,51",Decimal separator is '.'
105,audit_veh_not_in_agncy_amount,decimal_EN,"6232700,23",Decimal separator is '.'
107,vehicle_value_amount,decimal_EN,"4735490,92",Decimal separator is '.'
107,audit_agncy_verif_veh_amount,decimal_EN,"4735490,92",Decimal separator is '.'
109,vehicle_value_amount,decimal_EN,"8293915,38",Decimal separator is '.'
109,audit_agncy_verif_veh_amount,decimal_EN,"8052269,4",Decimal separator is '.'
109,audit_veh_not_in_agncy_amount,decimal_EN,"241645,98",Decimal separator is '.'
110,vehicle_value_amount,decimal_EN,"35741827,2",Decimal separator is '.'
110,audit_agncy_verif_veh_amount,decimal_EN,"35741827,2",Decimal separator is '.'
111,vehicle_value_amount,decimal_EN,"15679375,78",Decimal separator is '.'
111,audit_agncy_verif_veh_amount,decimal_EN,"14493615,55",Decimal separator is '.'
111,audit_veh_not_in_agncy_amount,decimal_EN,"1185760,23",Decimal separator is '.'
113,vehicle_value_amount,decimal_EN,"14303077,24",Decimal separator is '.'
113,audit_agncy_verif_veh_amount,decimal_EN,"14303077,24",Decimal separator is '.'
114,vehicle_value_amount,decimal_EN,"14669543,88",Decimal separator is '.'
114,audit_agncy_verif_veh_amount,decimal_EN,"12541639,38",Decimal separator is '.'
114,audit_veh_not_in_agncy_amount,decimal_EN,"2127904,5",Decimal separator is '.'
115,vehicle_value_amount,decimal_EN,"90575567,39",Decimal separator is '.'
115,audit_agncy_verif_veh_amount,decimal_EN,"90575567,39",Decimal separator is '.'
116,vehicle_value_amount,decimal_EN,"9554741,82",Decimal separator is '.'
116,audit_agncy_verif_veh_amount,decimal_EN,"8253224,08",Decimal separator is '.'
116,audit_veh_not_in_agncy_amount,decimal_EN,"1301517,74",Decimal separator is '.'
117,vehicle_value_amount,decimal_EN,"50032385,13",Decimal separator is '.'
117,audit_agncy_verif_veh_amount,decimal_EN,"45295399,25",Decimal separator is '.'
117,audit_veh_not_in_agncy_amount,decimal_EN,"4736985,88",Decimal separator is '.'
118,vehicle_value_amount,decimal_EN,"24857256,79",Decimal separator is '.'
118,audit_agncy_verif_veh_amount,decimal_EN,"23318558,59",Decimal separator is '.'
118,audit_veh_not_in_agncy_amount,decimal_EN,"1538698,2",Decimal separator is '.'
119,vehicle_value_amount,decimal_EN,"56150889,45",Decimal separator is '.'
119,audit_agncy_verif_veh_amount,decimal_EN,"47467045,17",Decimal separator is '.'
119,audit_veh_not_in_agncy_amount,decimal_EN,"8683844,28",Decimal separator is '.'
120,vehicle_value_amount,decimal_EN,"2007483,01",Decimal separator is '.'
120,audit_agncy_verif_veh_amount,decimal_EN,"2007483,01",Decimal separator is '.'
122,vehicle_value_amount,decimal_EN,"4874121,71",Decimal separator is '.'
122,audit_agncy_verif_veh_amount,decimal_EN,"4874121,71",Decimal separator is '.'
124,vehicle_value_amount,decimal_EN,"2037050,71",Decimal separator is '.'
124,audit_agncy_verif_veh_amount,decimal_EN,"1269661,13",Decimal separator is '.'
124,audit_veh_not_in_agncy_amount,decimal_EN,"767389,58",Decimal separator is '.'
125,vehicle_value_amount,decimal_EN,"10031221,69",Decimal separator is '.'
125,audit_agncy_verif_veh_amount,decimal_EN,"9096282,27",Decimal separator is '.'
125,audit_veh_not_in_agncy_amount,decimal_EN,"934939,42",Decimal separator is '.'
126,vehicle_value_amount,decimal_EN,"6771764,47",Decimal separator is '.'
126,audit_agncy_verif_veh_amount,decimal_EN,"6771764,47",Decimal separator is '.'
127,vehicle_value_amount,decimal_EN,"375424,14",Decimal separator is '.'
127,audit_agncy_verif_veh_amount,decimal_EN,"375424,14",Decimal separator is '.'
128,vehicle_value_amount,decimal_EN,"63304138,46",Decimal separator is '.'
128,audit_agncy_verif_veh_amount,decimal_EN,"48414138,45",Decimal separator is '.'
128,audit_veh_not_in_agncy_amount,decimal_EN,"14890000,01",Decimal separator is '.'
129,vehicle_value_amount,decimal_EN,"2134516,23",Decimal separator is '.'
129,audit_agncy_verif_veh_amount,decimal_EN,"2134516,23",Decimal separator is '.'
130,vehicle_value_amount,decimal_EN,"24769892,66",Decimal separator is '.'
130,audit_agncy_verif_veh_amount,decimal_EN,"23498061,93",Decimal separator is '.'
130,audit_veh_not_in_agncy_amount,decimal_EN,"1271830,73",Decimal separator is '.'
131,vehicle_value_amount,decimal_EN,"57280632,96",Decimal separator is '.'
131,audit_agncy_verif_veh_amount,decimal_EN,"54272160,2",Decimal separator is '.'
131,audit_veh_not_in_agncy_amount,decimal_EN,"3008472,76",Decimal separator is '.'
132,vehicle_value_amount,decimal_EN,"31441255,96",Decimal separator is '.'
132,audit_agncy_verif_veh_amount,decimal_EN,"29245458,32",Decimal separator is '.'
132,audit_veh_not_in_agncy_amount,decimal_EN,"2195797,64",Decimal separator is '.'
133,vehicle_value_amount,decimal_EN,"15886173,67",Decimal separator is '.'
133,audit_agncy_verif_veh_amount,decimal_EN,"15886173,67",Decimal separator is '.'
134,vehicle_value_amount,decimal_EN,"16345522,59",Decimal separator is '.'
134,audit_agncy_verif_veh_amount,decimal_EN,"15179542,22",Decimal separator is '.'
134,audit_veh_not_in_agncy_amount,decimal_EN,"1165980,37",Decimal separator is '.'
135,vehicle_value_amount,decimal_EN,"254057,75",Decimal separator is '.'
135,audit_agncy_verif_veh_amount,decimal_EN,"254057,75",Decimal separator is '.'
136,vehicle_value_amount,decimal_EN,"14658407,4",Decimal separator is '.'
136,audit_veh_not_in_agncy_amount,decimal_EN,"939796,4",Decimal separator is '.'
137,vehicle_value_amount,decimal_EN,"4855603,15",Decimal separator is '.'
137,audit_agncy_verif_veh_amount,decimal_EN,"4855603,15",Decimal separator is '.'
138,vehicle_value_amount,decimal_EN,"36949232,45",Decimal separator is '.'
138,audit_agncy_verif_veh_amount,decimal_EN,"9702340,8",Decimal separator is '.'
138,audit_veh_not_in_agncy_amount,decimal_EN,"27246891,65",Decimal separator is '.'
139,vehicle_value_amount,decimal_EN,"6054717,24",Decimal separator is '.'
139,audit_agncy_verif_veh_amount,decimal_EN,"6054717,24",Decimal separator is '.'
140,vehicle_value_amount,decimal_EN,"31176828,71",Decimal separator is '.'
140,audit_agncy_verif_veh_amount,decimal_EN,"29671268,76",Decimal separator is '.'
140,audit_veh_not_in_agncy_amount,decimal_EN,"1505559,95",Decimal separator is '.'
141,vehicle_value_amount,decimal_EN,"13868533,94",Decimal separator is '.'
141,audit_agncy_verif_veh_amount,decimal_EN,"13868533,94",Decimal separator is '.'
143,purchase_amount,decimal_EN,"1417692,7",Decimal separator is '.'
144,vehicle_value_amount,decimal_EN,"15008744,68",Decimal separator is '.'
144,audit_veh_not_in_agncy_amount,decimal_EN,"3692567,68",Decimal separator is '.'
145,vehicle_value_amount,decimal_EN,"137518177,9",Decimal separator is '.'
145,audit_agncy_verif_veh_amount,decimal_EN,"66595691,24",Decimal separator is '.'
145,audit_veh_not_in_agncy_amount,decimal_EN,"70922486,69",Decimal separator is '.'
146,vehicle_value_amount,decimal_EN,"621879,91",Decimal separator is '.'
146,audit_agncy_verif_veh_amount,decimal_EN,"621879,91",Decimal separator is '.'
147,vehicle_value_amount,decimal_EN,"2292485,09",Decimal separator is '.'
147,audit_agncy_verif_veh_amount,decimal_EN,"2292485,09",Decimal separator is '.'
148,vehicle_value_amount,decimal_EN,"45249944,48",Decimal separator is '.'
148,audit_agncy_verif_veh_amount,decimal_EN,"41217155,78",Decimal separator is '.'
148,audit_veh_not_in_agncy_amount,decimal_EN,"4032788,7",Decimal separator is '.'
149,vehicle_value_amount,decimal_EN,"386224,32",Decimal separator is '.'
149,audit_agncy_verif_veh_amount,decimal_EN,"386224,32",Decimal separator is '.'
150,vehicle_value_amount,decimal_EN,"152507,52",Decimal separator is '.'
150,audit_agncy_verif_veh_amount,decimal_EN,"152507,52",Decimal separator is '.'
151,vehicle_value_amount,decimal_EN,"30724908,85",Decimal separator is '.'
151,audit_agncy_verif_veh_amount,decimal_EN,"30724908,85",Decimal separator is '.'
152,vehicle_value_amount,decimal_EN,"3414243,01",Decimal separator is '.'
152,audit_agncy_verif_veh_amount,decimal_EN,"2912828,01",Decimal separator is '.'
153,vehicle_value_amount,decimal_EN,"6018927,36",Decimal separator is '.'
153,audit_agncy_verif_veh_amount,decimal_EN,"6018927,36",Decimal separator is '.'
154,vehicle_value_amount,decimal_EN,"18372998,37",Decimal separator is '.'
154,audit_agncy_verif_veh_amount,decimal_EN,"17792115,2",Decimal separator is '.'
154,audit_veh_not_in_agncy_amount,decimal_EN,"580883,17",Decimal separator is '.'
159,vehicle_value_amount,decimal_EN,"97452710,54",Decimal separator is '.'
159,audit_agncy_verif_veh_amount,decimal_EN,"91989128,21",Decimal separator is '.'
159,audit_veh_not_in_agncy_amount,decimal_EN,"5463582,33",Decimal separator is '.'
160,vehicle_value_amount,decimal_EN,"74951383,79",Decimal separator is '.'
160,audit_agncy_verif_veh_amount,decimal_EN,"69806724,23",Decimal separator is '.'
160,audit_veh_not_in_agncy_amount,decimal_EN,"5144659,56",Decimal separator is '.'
161,vehicle_value_amount,decimal_EN,"16300669,49",Decimal separator is '.'
161,audit_agncy_verif_veh_amount,decimal_EN,"16300669,49",Decimal separator is '.'
162,vehicle_value_amount,decimal_EN,"12487967,9",Decimal separator is '.'
162,audit_agncy_verif_veh_amount,decimal_EN,"12487967,9",Decimal separator is '.'
164,vehicle_value_amount,decimal_EN,"2863824,1",Decimal separator is '.'
164,audit_agncy_verif_veh_amount,decimal_EN,"2863824,1",Decimal separator is '.'
165,vehicle_value_amount,decimal_EN,"3099508,12",Decimal separator is '.'
165,audit_agncy_verif_veh_amount,decimal_EN,"3099508,12",Decimal separator is '.'
167,vehicle_value_amount,decimal_EN,"23221434,4",Decimal separator is '.'
167,audit_agncy_verif_veh_amount,decimal_EN,"22233035,89",Decimal separator is '.'
167,audit_veh_not_in_agncy_amount,decimal_EN,"988398,51",Decimal separator is '.'
168,vehicle_value_amount,decimal_EN,"4944022,64",Decimal separator is '.'
168,audit_agncy_verif_veh_amount,decimal_EN,"4691301,26",Decimal separator is '.'
168,audit_veh_not_in_agncy_amount,decimal_EN,"252721,38",Decimal separator is '.'
169,vehicle_value_amount,decimal_EN,"19596694,56",Decimal separator is '.'
169,audit_agncy_verif_veh_amount,decimal_EN,"19091138,69",Decimal separator is '.'
169,audit_veh_not_in_agncy_amount,decimal_EN,"505555,87",Decimal separator is '.'
172,vehicle_value_amount,decimal_EN,"5830836,07",Decimal separator is '.'
172,audit_agncy_verif_veh_amount,decimal_EN,"5830836,07",Decimal separator is '.'
173,vehicle_value_amount,decimal_EN,"20613601,79",Decimal separator is '.'
173,audit_agncy_verif_veh_amount,decimal_EN,"19354060,56",Decimal separator is '.'
173,audit_veh_not_in_agncy_amount,decimal_EN,"1259541,23",Decimal separator is '.'
174,vehicle_value_amount,decimal_EN,"14903317,8",Decimal separator is '.'
174,audit_agncy_verif_veh_amount,decimal_EN,"14903317,8",Decimal separator is '.'
177,vehicle_value_amount,decimal_EN,"7698064,39",Decimal separator is '.'
177,audit_agncy_verif_veh_amount,decimal_EN,"6698039,86",Decimal separator is '.'
177,audit_veh_not_in_agncy_amount,decimal_EN,"1000024,53",Decimal separator is '.'
178,vehicle_value_amount,decimal_EN,"1870312,21",Decimal separator is '.'
178,audit_agncy_verif_veh_amount,decimal_EN,"1870312,21",Decimal separator is '.'
179,vehicle_value_amount,decimal_EN,"968342,8",Decimal separator is '.'
179,audit_agncy_verif_veh_amount,decimal_EN,"968342,8",Decimal separator is '.'
180,vehicle_value_amount,decimal_EN,"37752,2",Decimal separator is '.'
180,audit_agncy_verif_veh_amount,decimal_EN,"37752,2",Decimal separator is '.'
181,purchase_amount,decimal_EN,"335606,65",Decimal separator is '.'
182,purchase_amount,decimal_EN,"286655,04",Decimal separator is '.'
183,vehicle_value_amount,decimal_EN,"14919363,44",Decimal separator is '.'
183,audit_agncy_verif_veh_amount,decimal_EN,"14562245,45",Decimal separator is '.'
