Line,Field,Expected,Found,Comments
1140,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1141,branch_division_id,varchar,1829.0,Max length is 4
1141,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1142,branch_division_id,varchar,715.0,Max length is 4
1142,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1143,branch_division_id,varchar,715.0,Max length is 4
1143,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1144,branch_division_id,varchar,715.0,Max length is 4
1144,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1145,branch_division_id,varchar,715.0,Max length is 4
1145,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1146,branch_division_id,varchar,810.0,Max length is 4
1146,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1147,branch_division_id,varchar,810.0,Max length is 4
1147,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1148,branch_division_id,varchar,1853.0,Max length is 4
1148,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1149,branch_division_id,varchar,814.0,Max length is 4
1149,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1150,branch_division_id,varchar,844.0,Max length is 4
1150,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1151,branch_division_id,varchar,1853.0,Max length is 4
1151,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1152,branch_division_id,varchar,723.0,Max length is 4
1152,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1153,branch_division_id,varchar,842.0,Max length is 4
1153,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1154,branch_division_id,varchar,1800.0,Max length is 4
1154,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1155,branch_division_id,varchar,1853.0,Max length is 4
1155,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1156,branch_division_id,varchar,1853.0,Max length is 4
1156,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1157,branch_division_id,varchar,842.0,Max length is 4
1157,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1158,branch_division_id,varchar,1794.0,Max length is 4
1158,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1159,branch_division_id,varchar,723.0,Max length is 4
1159,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
1160,branch_division_id,varchar,723.0,Max length is 4
1160,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
1161,branch_division_id,varchar,1853.0,Max length is 4
1161,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1162,branch_division_id,varchar,1853.0,Max length is 4
1162,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1163,branch_division_id,varchar,1794.0,Max length is 4
1163,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1164,branch_division_id,varchar,1853.0,Max length is 4
1164,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1165,branch_division_id,varchar,827.0,Max length is 4
1165,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1166,branch_division_id,varchar,1826.0,Max length is 4
1166,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1167,branch_division_id,varchar,814.0,Max length is 4
1167,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1168,branch_division_id,varchar,723.0,Max length is 4
1168,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1169,branch_division_id,varchar,1853.0,Max length is 4
1169,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1170,branch_division_id,varchar,1851.0,Max length is 4
1170,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1171,branch_division_id,varchar,1852.0,Max length is 4
1171,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1172,branch_division_id,varchar,1853.0,Max length is 4
1172,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1173,branch_division_id,varchar,1853.0,Max length is 4
1173,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1174,branch_division_id,varchar,818.0,Max length is 4
1174,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1175,branch_division_id,varchar,715.0,Max length is 4
1175,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1176,branch_division_id,varchar,686.0,Max length is 4
1176,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1177,branch_division_id,varchar,817.0,Max length is 4
1177,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1178,branch_division_id,varchar,1809.0,Max length is 4
1178,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1179,branch_division_id,varchar,715.0,Max length is 4
1179,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1180,branch_division_id,varchar,1794.0,Max length is 4
1180,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1181,branch_division_id,varchar,837.0,Max length is 4
1181,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1182,branch_division_id,varchar,842.0,Max length is 4
1182,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1183,branch_division_id,varchar,1851.0,Max length is 4
1183,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1184,branch_division_id,varchar,1800.0,Max length is 4
1184,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1185,branch_division_id,varchar,1800.0,Max length is 4
1185,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1186,branch_division_id,varchar,723.0,Max length is 4
1186,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1187,branch_division_id,varchar,723.0,Max length is 4
1187,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1188,branch_division_id,varchar,1853.0,Max length is 4
1188,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1189,branch_division_id,varchar,1853.0,Max length is 4
1189,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1190,branch_division_id,varchar,1853.0,Max length is 4
1190,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1191,branch_division_id,varchar,810.0,Max length is 4
1191,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1192,branch_division_id,varchar,723.0,Max length is 4
1192,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1193,branch_division_id,varchar,814.0,Max length is 4
1193,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1194,branch_division_id,varchar,1851.0,Max length is 4
1194,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1195,branch_division_id,varchar,814.0,Max length is 4
1195,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1196,branch_division_id,varchar,687.0,Max length is 4
1196,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1197,branch_division_id,varchar,723.0,Max length is 4
1197,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1198,branch_division_id,varchar,723.0,Max length is 4
1198,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1199,branch_division_id,varchar,687.0,Max length is 4
1199,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1200,branch_division_id,varchar,723.0,Max length is 4
1200,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1201,branch_division_id,varchar,723.0,Max length is 4
1201,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1202,branch_division_id,varchar,723.0,Max length is 4
1202,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1203,branch_division_id,varchar,723.0,Max length is 4
1203,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1204,branch_division_id,varchar,758.0,Max length is 4
1204,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1205,branch_division_id,varchar,723.0,Max length is 4
1205,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1206,branch_division_id,varchar,710.0,Max length is 4
1206,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1207,branch_division_id,varchar,723.0,Max length is 4
1207,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1208,branch_division_id,varchar,811.0,Max length is 4
1208,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1209,branch_division_id,varchar,1851.0,Max length is 4
1209,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1210,branch_division_id,varchar,1851.0,Max length is 4
1210,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1211,branch_division_id,varchar,842.0,Max length is 4
1211,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1212,branch_division_id,varchar,842.0,Max length is 4
1212,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1213,branch_division_id,varchar,816.0,Max length is 4
1213,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1214,branch_division_id,varchar,811.0,Max length is 4
1214,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1215,branch_division_id,varchar,819.0,Max length is 4
1215,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1216,branch_division_id,varchar,811.0,Max length is 4
1216,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1217,branch_division_id,varchar,811.0,Max length is 4
1217,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1218,branch_division_id,varchar,1826.0,Max length is 4
1218,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1219,branch_division_id,varchar,1853.0,Max length is 4
1219,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1220,branch_division_id,varchar,830.0,Max length is 4
1220,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1221,branch_division_id,varchar,830.0,Max length is 4
1221,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1222,branch_division_id,varchar,811.0,Max length is 4
1222,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1223,branch_division_id,varchar,1853.0,Max length is 4
1223,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1224,branch_division_id,varchar,1810.0,Max length is 4
1224,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1225,branch_division_id,varchar,1826.0,Max length is 4
1225,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1226,branch_division_id,varchar,1853.0,Max length is 4
1226,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1227,branch_division_id,varchar,1853.0,Max length is 4
1227,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1228,branch_division_id,varchar,814.0,Max length is 4
1228,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1229,branch_division_id,varchar,827.0,Max length is 4
1229,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1230,branch_division_id,varchar,723.0,Max length is 4
1230,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1231,branch_division_id,varchar,841.0,Max length is 4
1231,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1232,branch_division_id,varchar,687.0,Max length is 4
1232,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1233,branch_division_id,varchar,1808.0,Max length is 4
1233,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1234,branch_division_id,varchar,2239.0,Max length is 4
1234,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1235,branch_division_id,varchar,820.0,Max length is 4
1235,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1236,branch_division_id,varchar,1809.0,Max length is 4
1236,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1237,branch_division_id,varchar,1853.0,Max length is 4
1237,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1238,branch_division_id,varchar,1809.0,Max length is 4
1238,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1239,branch_division_id,varchar,819.0,Max length is 4
1239,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1240,branch_division_id,varchar,1851.0,Max length is 4
1240,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1241,branch_division_id,varchar,1810.0,Max length is 4
1241,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1242,branch_division_id,varchar,1853.0,Max length is 4
1242,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1243,branch_division_id,varchar,723.0,Max length is 4
1243,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1244,branch_division_id,varchar,723.0,Max length is 4
1244,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1245,branch_division_id,varchar,1851.0,Max length is 4
1245,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1246,branch_division_id,varchar,1851.0,Max length is 4
1246,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1247,branch_division_id,varchar,1851.0,Max length is 4
1247,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1248,branch_division_id,varchar,842.0,Max length is 4
1248,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1249,branch_division_id,varchar,842.0,Max length is 4
1249,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1250,branch_division_id,varchar,811.0,Max length is 4
1250,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1251,branch_division_id,varchar,811.0,Max length is 4
1251,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1252,branch_division_id,varchar,1829.0,Max length is 4
1252,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1253,branch_division_id,varchar,816.0,Max length is 4
1253,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1254,branch_division_id,varchar,1793.0,Max length is 4
1254,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1255,branch_division_id,varchar,830.0,Max length is 4
1255,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1256,branch_division_id,varchar,1794.0,Max length is 4
1256,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1257,branch_division_id,varchar,723.0,Max length is 4
1257,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1258,branch_division_id,varchar,811.0,Max length is 4
1258,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1259,branch_division_id,varchar,723.0,Max length is 4
1259,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1260,branch_division_id,varchar,811.0,Max length is 4
1260,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1261,branch_division_id,varchar,723.0,Max length is 4
1261,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1262,branch_division_id,varchar,723.0,Max length is 4
1262,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1263,branch_division_id,varchar,1794.0,Max length is 4
1263,resdl_mt_ctrct_d_number,number,7.0,Valid thousands separator is '.' or none
1264,branch_division_id,varchar,723.0,Max length is 4
1264,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1265,branch_division_id,varchar,1853.0,Max length is 4
1265,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1266,branch_division_id,varchar,1853.0,Max length is 4
1266,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1267,branch_division_id,varchar,1853.0,Max length is 4
1267,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1268,branch_division_id,varchar,1853.0,Max length is 4
1268,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1269,branch_division_id,varchar,837.0,Max length is 4
1269,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1270,branch_division_id,varchar,811.0,Max length is 4
1270,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1271,branch_division_id,varchar,811.0,Max length is 4
1271,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1272,branch_division_id,varchar,811.0,Max length is 4
1272,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1273,branch_division_id,varchar,1853.0,Max length is 4
1273,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1274,branch_division_id,varchar,1851.0,Max length is 4
1274,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1275,branch_division_id,varchar,723.0,Max length is 4
1275,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1276,branch_division_id,varchar,723.0,Max length is 4
1276,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1277,branch_division_id,varchar,723.0,Max length is 4
1277,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1278,branch_division_id,varchar,1810.0,Max length is 4
1278,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1279,branch_division_id,varchar,818.0,Max length is 4
1279,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1280,branch_division_id,varchar,723.0,Max length is 4
1280,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1281,branch_division_id,varchar,723.0,Max length is 4
1281,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1282,branch_division_id,varchar,1794.0,Max length is 4
1282,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1283,branch_division_id,varchar,1826.0,Max length is 4
1283,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1284,branch_division_id,varchar,7701.0,Max length is 4
1284,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1285,branch_division_id,varchar,835.0,Max length is 4
1285,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1286,branch_division_id,varchar,1853.0,Max length is 4
1286,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1287,branch_division_id,varchar,723.0,Max length is 4
1287,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1288,branch_division_id,varchar,1797.0,Max length is 4
1288,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1289,branch_division_id,varchar,1810.0,Max length is 4
1289,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1290,branch_division_id,varchar,1851.0,Max length is 4
1290,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1291,branch_division_id,varchar,1826.0,Max length is 4
1291,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1292,branch_division_id,varchar,811.0,Max length is 4
1292,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1293,branch_division_id,varchar,811.0,Max length is 4
1293,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1294,branch_division_id,varchar,842.0,Max length is 4
1294,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1295,branch_division_id,varchar,819.0,Max length is 4
1295,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1296,branch_division_id,varchar,723.0,Max length is 4
1296,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1297,branch_division_id,varchar,1806.0,Max length is 4
1297,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1298,branch_division_id,varchar,723.0,Max length is 4
1298,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1299,branch_division_id,varchar,844.0,Max length is 4
1299,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1300,branch_division_id,varchar,723.0,Max length is 4
1300,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1301,branch_division_id,varchar,841.0,Max length is 4
1301,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1302,branch_division_id,varchar,844.0,Max length is 4
1302,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1303,branch_division_id,varchar,1826.0,Max length is 4
1303,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1304,branch_division_id,varchar,723.0,Max length is 4
1304,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1305,branch_division_id,varchar,723.0,Max length is 4
1305,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1306,branch_division_id,varchar,1794.0,Max length is 4
1306,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1307,branch_division_id,varchar,1806.0,Max length is 4
1307,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1308,branch_division_id,varchar,723.0,Max length is 4
1308,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1309,branch_division_id,varchar,723.0,Max length is 4
1309,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1310,branch_division_id,varchar,723.0,Max length is 4
1310,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1311,branch_division_id,varchar,723.0,Max length is 4
1311,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1312,branch_division_id,varchar,1829.0,Max length is 4
1312,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1313,branch_division_id,varchar,723.0,Max length is 4
1313,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1314,branch_division_id,varchar,830.0,Max length is 4
1314,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1315,branch_division_id,varchar,811.0,Max length is 4
1315,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1316,branch_division_id,varchar,1799.0,Max length is 4
1316,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1317,branch_division_id,varchar,811.0,Max length is 4
1317,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1318,branch_division_id,varchar,1826.0,Max length is 4
1318,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1319,branch_division_id,varchar,1853.0,Max length is 4
1319,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1320,branch_division_id,varchar,723.0,Max length is 4
1320,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1321,branch_division_id,varchar,710.0,Max length is 4
1321,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1322,branch_division_id,varchar,723.0,Max length is 4
1322,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1323,branch_division_id,varchar,7716.0,Max length is 4
1323,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1324,branch_division_id,varchar,1816.0,Max length is 4
1324,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1325,branch_division_id,varchar,1816.0,Max length is 4
1325,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1326,branch_division_id,varchar,723.0,Max length is 4
1326,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1327,branch_division_id,varchar,723.0,Max length is 4
1327,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1328,branch_division_id,varchar,710.0,Max length is 4
1328,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1329,branch_division_id,varchar,1853.0,Max length is 4
1329,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1330,branch_division_id,varchar,723.0,Max length is 4
1330,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1331,branch_division_id,varchar,723.0,Max length is 4
1331,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1332,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1333,branch_division_id,varchar,830.0,Max length is 4
1333,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1334,branch_division_id,varchar,7709.0,Max length is 4
1334,resdl_mt_ctrct_d_number,number,6.0,Valid thousands separator is '.' or none
1335,branch_division_id,varchar,1853.0,Max length is 4
1335,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1336,branch_division_id,varchar,1852.0,Max length is 4
1336,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1337,branch_division_id,varchar,814.0,Max length is 4
1337,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1338,branch_division_id,varchar,814.0,Max length is 4
1338,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1339,branch_division_id,varchar,1853.0,Max length is 4
1339,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1340,branch_division_id,varchar,1853.0,Max length is 4
1340,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1341,branch_division_id,varchar,1851.0,Max length is 4
1341,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1342,branch_division_id,varchar,723.0,Max length is 4
1342,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1343,branch_division_id,varchar,723.0,Max length is 4
1343,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1344,branch_division_id,varchar,814.0,Max length is 4
1344,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1345,branch_division_id,varchar,1794.0,Max length is 4
1345,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1346,branch_division_id,varchar,723.0,Max length is 4
1346,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1347,branch_division_id,varchar,1852.0,Max length is 4
1347,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1348,branch_division_id,varchar,818.0,Max length is 4
1348,resdl_mt_ctrct_d_number,number,5.0,Valid thousands separator is '.' or none
1349,branch_division_id,varchar,1814.0,Max length is 4
1349,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1350,branch_division_id,varchar,837.0,Max length is 4
1350,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1351,branch_division_id,varchar,723.0,Max length is 4
1351,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1352,branch_division_id,varchar,723.0,Max length is 4
1352,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1353,branch_division_id,varchar,810.0,Max length is 4
1353,resdl_mt_ctrct_d_number,number,12.0,Valid thousands separator is '.' or none
1354,branch_division_id,varchar,1803.0,Max length is 4
